reboot   system boot  3.6.10-4.fc18.x8 Thu Jan 23 14:37 - 14:03  (23:26)    
reboot   system boot  3.6.10-4.fc18.x8 Mon Jan 13 22:07 - 14:03 (10+15:56)  
reboot   system boot  3.6.10-4.fc18.x8 Wed Jan  8 16:10 - 14:03 (15+21:52)  
reboot   system boot  3.6.10-4.fc18.x8 Thu Jan  2 10:18 - 14:03 (22+03:45)  
reboot   system boot  3.6.10-4.fc18.x8 Sun Dec 22 13:17 - 14:03 (33+00:46)  

wtmp begins Thu Dec 19 20:13:41 2013
